credit_id,client_id,montant_demande_fcfa,duree_mois,nb_transactions_30j,a_fait_defaut,nom,ville,age,metier,revenu_mensuel_fcfa,anciennete_mobile_money_mois,operateur_principal,nb_transactions_total,montant_total_fcfa,montant_moyen_fcfa,montant_max_fcfa,montant_std_fcfa,nb_types_distincts,nb_operateurs_distincts,jours_depuis_derniere_trans,nb_achat_credit,nb_depot,nb_paiement_facture,nb_retrait,nb_transfert
460,631,104878,6,28,1,Christine Le Raymond,Tchibanga,34,Vendeur(se) au marché,173585,24,gimac,28,1041241,37187.17857142857,65915,19706.426804760307,4,1,0,6,7,0,8,7
461,632,46662,9,64,0,Corinne Carlier,Franceville,60,Artisan(e),57297,48,gimac,64,738269,11535.453125,22866,6900.60478124738,5,1,2,15,12,16,11,10
462,633,25000,9,36,0,Lucy Allain Le Guillou,Port-Gentil,31,Agriculteur(trice),30000,11,moov,36,217845,6051.25,11330,3297.006862291918,5,1,0,4,3,9,10,10
463,636,51736,9,46,1,Marc Guillon,Libreville,29,Restaurateur(trice),73317,19,moov,46,681406,14813.173913043478,29326,7361.974669594348,5,1,4,9,13,5,5,14
464,637,350892,9,42,1,Thomas Michel du Aubry,Libreville,56,Agriculteur(trice),247751,13,gimac,42,2018913,48069.357142857145,92863,27435.354277514853,5,1,4,9,6,8,6,13
465,638,378689,12,57,0,Henriette-Anastasie Guillon,Libreville,41,Couturier(ère),167850,44,gimac,57,1837397,32235.035087719298,66506,18945.149112414078,5,1,1,12,8,9,13,15
466,639,166995,12,37,0,Denise Hardy,Oyem,51,Commerçant(e),76884,38,gimac,37,629845,17022.837837837837,29468,7614.916292359335,5,1,3,6,10,3,6,12
467,640,288341,3,24,0,Monique Caron de la David,Lambaréné,40,Vendeur(se) au marché,118942,36,airtel,24,520166,21673.583333333332,46498,14424.498930086202,5,1,1,2,8,4,5,5
468,642,82651,6,36,0,Margaux Humbert,Port-Gentil,50,Vendeur(se) au marché,50139,36,moov,36,379020,10528.333333333334,19814,4974.636107294683,5,1,6,3,9,11,4,9
469,644,675730,12,63,0,Lucas du Guyon,Tchibanga,61,Restaurateur(trice),310449,50,gimac,63,4292310,68131.90476190476,99670,29524.240785471946,5,1,0,9,17,10,13,14
470,645,407326,9,15,1,Daniel Paul,Port-Gentil,42,Couturier(ère),202669,17,gimac,15,501723,33448.2,75748,23462.6101799681,5,1,3,2,4,3,5,1
471,647,244106,9,24,0,Michelle Bouvier,Port-Gentil,43,Coiffeur(se),130692,19,airtel,24,642148,26756.166666666668,51539,14580.372845673068,5,1,2,8,5,2,5,4
472,648,55327,12,40,0,Michel Rossi,Lambaréné,31,Petit éleveur,105698,21,moov,40,774219,19355.475,41411,12033.875550652407,5,1,8,6,11,7,8,8
473,651,46604,9,32,0,Guillaume Pascal-Léger,Libreville,48,Coiffeur(se),152603,49,gimac,32,1070022,33438.1875,59659,18308.95421765959,5,1,7,4,3,12,4,9
474,653,36153,12,18,0,Patrick Le Voisin,Libreville,51,Mécanicien(ne),64812,9,moov,18,219774,12209.666666666666,23178,7425.711342435583,5,1,0,2,5,2,5,4
475,655,243479,9,15,1,Sébastien Labbé,Libreville,61,Couturier(ère),101456,1,moov,15,324961,21664.066666666666,40149,11610.401361751125,5,1,7,3,2,3,4,3
476,656,43632,6,25,1,Monique Delaunay-Barre,Moanda,29,Agriculteur(trice),111704,40,moov,25,558356,22334.24,43141,14622.769141194382,5,1,4,1,5,5,6,8
477,659,63911,6,37,0,Olivier-Franck Renaud,Oyem,24,Vendeur(se) au marché,87699,37,airtel,37,774249,20925.64864864865,34621,10333.477365168827,5,1,2,3,11,7,12,4
478,660,50120,3,37,0,Laetitia Guilbert-Grenier,Franceville,65,Chauffeur de taxi,146740,13,moov,37,1224736,33100.97297297297,58172,17834.76806453944,5,1,4,9,7,8,8,5
479,662,547754,3,26,0,Isabelle-Jacqueline Girard,Moanda,53,Petit éleveur,284240,20,airtel,26,1521542,58520.846153846156,99670,28675.132507024002,5,1,2,3,4,9,3,7
480,663,130683,12,8,1,Hélène de la Roux,Oyem,34,Restaurateur(trice),70408,4,gimac,8,122196,15274.5,25241,8258.977574217559,4,1,48,3,1,1,0,3
481,665,259013,6,48,1,Capucine Bazin,Moanda,40,Coiffeur(se),123333,12,gimac,48,1193224,24858.833333333332,47717,13713.191614992607,5,1,1,11,12,10,6,9
482,666,257519,6,37,0,Adrien Dias,Port-Gentil,42,Petit éleveur,103541,29,moov,37,764566,20663.945945945947,40892,11480.25595665577,5,1,13,7,10,7,8,5
483,669,50974,9,47,0,Guy Le Renault,Moanda,56,Mécanicien(ne),65544,19,moov,47,649435,13817.765957446809,26117,7244.908566689125,5,1,9,10,7,12,7,11
484,671,97083,9,29,0,Hortense-Alex Roger,Port-Gentil,31,Chauffeur de taxi,68527,48,moov,29,348160,12005.51724137931,24432,6619.986715678782,5,1,13,9,3,6,7,4
485,673,132937,6,31,1,Virginie Lemoine,Mouila,37,Couturier(ère),73905,42,airtel,31,474028,15291.225806451614,29402,9505.55176623878,5,1,0,8,7,2,8,6
486,674,369310,6,15,1,Alfred Petit Le Duhamel,Franceville,51,Chauffeur de taxi,153152,9,airtel,15,508588,33905.86666666667,58898,19075.48010579725,5,1,11,4,4,1,4,2
487,676,619622,12,19,0,Virginie Lucas-Bodin,Franceville,55,Petit éleveur,266059,9,moov,19,1329152,69955.36842105263,99670,26434.81532459824,5,1,15,1,5,2,4,7
488,677,301239,9,39,0,Laetitia Olivier,Mouila,51,Agriculteur(trice),142974,37,moov,39,1121931,28767.46153846154,56018,15866.340656686032,5,1,2,9,5,10,8,7
489,678,163799,9,30,0,Jacques Goncalves,Port-Gentil,46,Vendeur(se) au marché,222353,15,moov,30,1564253,52141.76666666667,88505,20391.46270426769,5,1,4,12,4,7,2,5
490,679,86822,12,45,0,Joséphine Wagner,Libreville,51,Chauffeur de taxi,88695,1,moov,45,820509,18233.533333333333,34972,10519.035506253329,5,1,14,11,13,8,8,5
491,681,785111,9,33,0,Lucie Duhamel,Oyem,18,Agriculteur(trice),382519,39,moov,33,2141012,64879.15151515151,99670,30482.33680359129,5,1,2,7,5,9,4,8
492,682,105627,6,33,1,Emmanuel du Launay,Mouila,42,Couturier(ère),90553,46,moov,33,723491,21923.969696969696,36191,10512.282656745063,5,1,4,3,7,11,9,3
493,683,47129,12,22,1,Marguerite de Maréchal,Moanda,36,Agriculteur(trice),31070,34,moov,22,139193,6326.954545454545,11911,3521.2841607420214,5,1,1,3,2,8,6,3
494,684,38620,9,17,1,Éric Joly,Franceville,36,Artisan(e),53537,12,gimac,17,200491,11793.588235294117,20974,7328.739378798577,5,1,8,5,4,2,4,2
495,685,154591,12,61,0,Margot Menard,Tchibanga,30,Coiffeur(se),90762,45,airtel,61,1119694,18355.639344262294,35860,10617.104821988567,5,1,2,15,9,13,16,8
496,686,142867,9,49,1,Gilles Jacob,Libreville,32,Artisan(e),76395,29,airtel,49,749446,15294.816326530612,29121,8140.907944023273,5,1,1,9,12,10,7,11
497,687,64014,12,46,1,Maurice Chrétien-Da Costa,Lambaréné,47,Commerçant(e),67296,32,moov,46,606173,13177.673913043478,26736,7504.899602716874,5,1,1,3,8,16,8,11
498,688,126180,9,54,0,Madeleine Guillon,Port-Gentil,52,Restaurateur(trice),60075,26,airtel,54,724875,13423.611111111111,23736,7035.93235139872,5,1,4,14,10,12,11,7
499,691,25000,3,59,1,Nicolas Le Gall,Port-Gentil,34,Restaurateur(trice),30000,48,gimac,59,353428,5990.3050847457625,11715,3296.5874270128515,5,1,11,14,5,15,15,10
500,692,168511,9,28,0,Luc Torres,Oyem,25,Couturier(ère),71411,4,gimac,28,472141,16862.178571428572,28124,8345.266962214866,5,1,0,3,5,10,6,4
501,694,150143,12,33,0,Julien Bonneau de la Vasseur,Port-Gentil,33,Chauffeur de taxi,92684,24,moov,33,642509,19469.969696969696,36910,9322.1933091308,5,1,8,8,7,5,10,3
502,696,106158,6,21,1,Michelle Legros,Franceville,49,Couturier(ère),45783,7,moov,21,190505,9071.666666666666,17914,5679.860485375792,5,1,17,3,5,7,4,2
503,697,771274,6,40,0,Sylvie Boulay-Tanguy,Oyem,19,Mécanicien(ne),384097,29,moov,40,2535161,63379.025,99670,30545.302709495998,5,1,0,8,3,8,11,10
504,698,74622,6,44,0,Gérard de Laine,Tchibanga,63,Restaurateur(trice),134357,3,gimac,44,1504015,34182.15909090909,53612,13649.01051348988,5,1,5,10,9,4,7,14
505,700,326029,12,50,0,Cécile-Anne Lévy,Franceville,22,Agriculteur(trice),137324,54,airtel,50,1720711,34414.22,53269,13650.86679207962,5,1,5,10,11,5,9,15
506,702,31740,3,55,0,Simone Ferreira,Libreville,57,Coiffeur(se),101015,57,gimac,55,1075187,19548.854545454546,40368,10369.112464998365,5,1,4,9,10,11,11,14
507,703,92283,3,56,0,Stéphane du Robin,Mouila,30,Agriculteur(trice),37657,43,gimac,56,465784,8317.57142857143,14754,3926.078769446189,5,1,1,9,13,11,13,10
508,704,179421,12,32,0,Sophie de De Sousa,Moanda,38,Mécanicien(ne),98162,40,gimac,32,552076,17252.375,35001,9884.4369681545,5,1,0,5,8,10,3,6
509,705,175950,6,28,0,Pierre Legros,Port-Gentil,20,Chauffeur de taxi,80603,43,airtel,28,363235,12972.67857142857,30141,7822.940628564321,5,1,33,6,4,10,1,7
510,706,206980,9,52,0,Andrée Vaillant,Oyem,24,Commerçant(e),159820,32,gimac,52,1841144,35406.61538461538,61944,18809.03396957904,5,1,8,11,12,12,6,11
511,707,294414,6,37,0,Manon Ramos,Moanda,21,Coiffeur(se),125322,32,airtel,37,932957,25215.054054054053,50119,13624.451256933344,5,1,3,6,10,7,7,7
512,708,54415,9,63,1,Louis Adam,Oyem,59,Restaurateur(trice),111010,60,airtel,63,1472740,23376.825396825396,44283,12189.386952405508,5,1,1,15,8,9,18,13
513,709,130978,6,42,0,Franck Delorme,Mouila,41,Commerçant(e),90124,24,gimac,42,856219,20386.166666666668,34838,10695.514979600646,5,1,13,10,9,6,10,7
514,710,77219,12,23,0,Alphonse Briand,Port-Gentil,24,Couturier(ère),52299,14,gimac,23,246957,10737.260869565218,20482,5364.424185124128,5,1,6,3,5,5,5,5
515,712,172103,3,48,0,Arthur Georges,Lambaréné,61,Restaurateur(trice),153062,7,gimac,48,1570460,32717.916666666668,59665,16058.859725865828,5,1,1,15,11,3,12,7
516,714,44606,9,63,0,Daniel Gosselin,Tchibanga,40,Coiffeur(se),80928,39,gimac,63,1004700,15947.619047619048,32258,9564.52022038131,5,1,2,16,13,14,9,11
517,715,201169,6,27,0,Michelle Weber,Mouila,58,Mécanicien(ne),208783,24,gimac,27,1324562,49057.851851851854,80260,23418.146293491332,5,1,2,7,6,3,2,9
518,716,155485,3,54,1,Michelle Mallet,Oyem,42,Agriculteur(trice),77703,35,gimac,54,913851,16923.166666666668,30908,8953.679812191482,5,1,2,5,9,15,12,13
519,720,92462,12,57,0,Charlotte Petitjean,Oyem,32,Vendeur(se) au marché,83079,24,moov,57,991037,17386.614035087718,32894,8928.527047684185,5,1,0,14,5,8,16,14
520,722,160074,6,47,0,Nicolas Maillet du Rossi,Port-Gentil,56,Vendeur(se) au marché,69653,32,airtel,47,715385,15220.95744680851,26978,8436.42954551336,5,1,0,15,6,9,6,11
521,723,275767,12,24,1,Henriette Hoarau,Libreville,39,Coiffeur(se),172930,6,moov,24,805639,33568.291666666664,65830,18364.696113631024,5,1,2,6,3,4,5,6
522,724,47972,9,72,0,Marie Meyer,Oyem,65,Petit éleveur,51527,56,airtel,72,823050,11431.25,20515,5393.76637529543,5,1,1,12,13,12,20,15
523,725,225954,9,19,1,Étienne-Bertrand David,Moanda,51,Commerçant(e),143585,4,moov,19,643371,33861.63157894737,56967,12540.61174837144,5,1,12,5,2,3,6,3
524,726,98447,12,58,1,Agnès Guillot,Oyem,27,Commerçant(e),103603,33,gimac,58,1176779,20289.293103448275,38941,11251.153894832954,5,1,1,12,14,8,13,11
525,727,244631,3,56,0,Arthur de Valentin,Port-Gentil,32,Mécanicien(ne),146184,29,moov,56,1555858,27783.178571428572,58233,16990.553125039958,5,1,15,10,10,10,8,18
526,728,152704,6,49,0,Maurice Joseph,Port-Gentil,48,Petit éleveur,139521,22,gimac,49,1259706,25708.285714285714,52618,15270.690219884193,5,1,3,7,13,12,11,6
527,729,47417,12,46,1,Gérard Traore,Mouila,50,Mécanicien(ne),45609,6,gimac,46,453326,9854.91304347826,17537,3997.065789501577,5,1,1,13,9,5,9,10
528,730,98252,6,48,1,Luc Navarro,Oyem,49,Mécanicien(ne),63590,36,gimac,48,717974,14957.791666666666,25276,6855.747720470582,5,1,0,12,11,9,7,9
529,731,270841,12,60,0,Richard Carpentier-Faivre,Oyem,33,Artisan(e),116694,48,moov,60,1379502,22991.7,45495,13338.724853674501,5,1,6,9,12,8,12,19
530,732,118431,6,54,0,Daniel Gaudin,Port-Gentil,25,Mécanicien(ne),150401,60,moov,54,1550494,28712.85185185185,59619,15577.239131462613,5,1,1,14,11,7,12,10
531,734,226004,3,27,0,Margot Gomez Le Meunier,Oyem,30,Coiffeur(se),92075,3,airtel,27,560308,20752.14814814815,36377,9244.602195142781,5,1,0,6,3,5,8,5
532,741,226389,9,8,1,Henri Mallet,Franceville,30,Agriculteur(trice),94922,6,moov,8,137920,17240.0,37186,15178.746927388778,4,1,27,2,0,4,1,1
533,743,39070,9,10,0,Frédéric Ribeiro-Neveu,Lambaréné,61,Coiffeur(se),94793,2,moov,10,191668,19166.8,35730,10833.159781173932,4,1,11,0,1,1,4,4
534,746,136157,9,38,0,Christiane du Berger,Oyem,44,Couturier(ère),161735,44,gimac,38,1014618,26700.473684210527,60937,18257.4205924188,5,1,2,11,8,8,5,6
535,750,160381,6,28,1,André Le Hoareau,Port-Gentil,29,Coiffeur(se),64577,47,airtel,28,386580,13806.42857142857,24737,7543.338932725233,5,1,14,6,7,5,7,3
536,751,341976,3,72,1,Alice Legrand de la Samson,Mouila,44,Vendeur(se) au marché,267391,57,moov,72,3665112,50904.333333333336,99670,28598.02583307624,5,1,0,7,16,17,15,17
537,752,684400,9,57,0,Gabrielle-Valentine Guillaume,Moanda,27,Couturier(ère),407534,41,airtel,57,3943041,69176.15789473684,99670,31560.13919588933,5,1,5,9,18,10,8,12
538,753,58665,3,34,1,Madeleine Garcia,Oyem,32,Commerçant(e),130668,39,moov,34,950178,27946.41176470588,50342,13371.158455099263,5,1,15,8,9,5,7,5
539,754,108974,12,34,1,Étienne de Letellier,Mouila,49,Restaurateur(trice),90061,12,airtel,34,666507,19603.147058823528,33722,9767.6717399871,5,1,8,5,9,4,8,8
540,755,47674,6,38,0,Jacqueline Grenier,Libreville,35,Mécanicien(ne),63115,27,airtel,38,562472,14801.894736842105,24521,6512.385201725036,5,1,4,9,5,5,9,10
541,757,158613,12,28,0,Lorraine Gillet,Mouila,43,Commerçant(e),70808,16,gimac,28,421342,15047.92857142857,28235,9017.509843215408,5,1,27,4,5,11,4,4
542,759,205412,12,54,1,Jules-Pierre Mahe,Libreville,51,Artisan(e),109511,46,moov,54,1095880,20294.074074074073,43794,11466.152126942285,5,1,4,12,8,9,10,15
543,762,25604,6,25,1,Margaux Pasquier,Libreville,62,Agriculteur(trice),75782,19,airtel,25,456958,18278.32,29249,7112.9511732707215,5,1,1,7,4,4,6,4
544,763,185611,3,16,0,Roland Louis,Port-Gentil,29,Petit éleveur,88793,6,gimac,16,263388,16461.75,33479,10238.147986818709,5,1,1,5,2,3,3,3
545,765,179193,12,19,0,Patricia Collet-Brunet,Tchibanga,23,Vendeur(se) au marché,136421,13,moov,19,530866,27940.315789473683,52752,15510.817229177805,5,1,2,3,3,3,4,6
546,766,327735,6,17,1,Jacques de la Gillet,Port-Gentil,25,Restaurateur(trice),291744,8,gimac,17,951975,55998.529411764706,99670,33994.96243584784,5,1,18,2,5,4,2,4
547,767,121835,6,40,0,Jacqueline-Zoé Dias,Franceville,42,Agriculteur(trice),73404,25,moov,40,649132,16228.3,29154,8155.535569201622,5,1,1,11,5,8,11,5
548,768,71356,9,60,0,Joséphine Ledoux,Franceville,28,Chauffeur de taxi,30000,56,airtel,60,372556,6209.266666666666,11793,3038.1451570786126,5,1,2,9,13,13,16,9
549,770,228388,6,28,0,Joseph Roy,Tchibanga,33,Couturier(ère),98001,39,gimac,28,529812,18921.85714285714,38250,10233.03258955213,5,1,1,4,9,5,4,6
550,772,110749,6,63,0,Richard Clerc,Oyem,21,Chauffeur de taxi,55242,40,airtel,63,672744,10678.47619047619,21993,5783.153715631074,5,1,7,10,22,16,7,8
551,774,90999,3,35,0,Xavier Rousseau,Franceville,61,Vendeur(se) au marché,44526,12,gimac,35,332822,9509.2,16800,4518.714840722382,5,1,6,10,8,7,5,5
552,775,320934,6,24,0,Lucas Dos Santos,Franceville,47,Petit éleveur,171417,37,moov,24,854939,35622.458333333336,62805,17577.21243908212,5,1,9,2,5,4,7,6
553,777,146612,12,51,0,Franck Bodin,Moanda,39,Agriculteur(trice),77157,45,moov,51,820253,16083.392156862745,30366,8264.585279561055,5,1,0,7,13,13,7,11
554,778,147850,3,26,0,Michelle Lopez,Libreville,24,Petit éleveur,107302,40,gimac,26,563174,21660.53846153846,42043,10133.016065242447,5,1,7,7,4,6,5,4
555,779,73087,9,29,0,Valérie Delmas du Durand,Moanda,45,Petit éleveur,164253,46,moov,29,926979,31964.793103448275,61039,16474.670541642554,5,1,3,6,4,6,8,5
556,780,28053,3,37,0,René Courtois,Lambaréné,26,Petit éleveur,55144,40,gimac,37,479799,12967.54054054054,21662,5197.586248520635,5,1,4,9,5,8,5,10
557,781,177587,12,58,1,Agathe Durand,Tchibanga,29,Petit éleveur,97373,32,airtel,58,1253574,21613.344827586207,38835,11075.812243870156,5,1,4,13,11,12,10,12
558,782,40463,6,39,0,Laure Le Durand,Oyem,57,Mécanicien(ne),114279,55,moov,39,886283,22725.20512820513,43298,12305.745601097091,5,1,2,7,7,6,9,10
559,783,25000,6,32,0,Philippine de la Gautier,Oyem,18,Couturier(ère),48081,52,gimac,32,306150,9567.1875,18628,5105.0271392757495,5,1,0,11,4,10,6,1
560,785,259857,12,38,0,Étienne Legendre-Laine,Lambaréné,43,Petit éleveur,134614,22,gimac,38,997187,26241.763157894737,52321,13820.827429437126,5,1,4,9,3,6,10,10
561,786,460623,6,53,1,Joseph-Grégoire Chauvin,Libreville,59,Chauffeur de taxi,227397,31,moov,53,2614644,49332.90566037736,89786,21576.926818554035,5,1,3,6,9,8,12,18
562,787,101677,9,66,0,Julien Lebon,Lambaréné,47,Mécanicien(ne),51142,56,gimac,66,660230,10003.484848484848,19821,5413.23012127886,5,1,0,16,13,12,15,10
563,788,25000,9,61,0,Jacqueline Grenier,Lambaréné,53,Agriculteur(trice),38017,37,airtel,61,489726,8028.295081967213,14819,4015.0487142925276,5,1,3,12,12,9,16,12
564,789,87794,9,55,1,Henri Pottier-Faure,Lambaréné,22,Chauffeur de taxi,37994,52,moov,55,420856,7651.927272727273,15066,4599.419165642491,5,1,0,12,9,13,12,9
565,792,104404,6,46,1,Andrée Diaz,Oyem,41,Restaurateur(trice),43368,32,moov,46,427178,9286.478260869566,16862,4763.323320442615,5,1,4,6,9,7,12,12
566,794,35349,6,52,0,Renée Imbert,Franceville,30,Coiffeur(se),93027,31,moov,52,930297,17890.326923076922,37041,10564.239530217497,5,1,4,13,14,7,7,11
567,795,395931,3,70,0,Brigitte Evrard,Lambaréné,27,Artisan(e),163120,50,gimac,70,2529134,36130.485714285714,65105,18902.782290218212,5,1,0,10,12,25,12,11
568,796,105919,3,67,0,Gabriel Lecomte,Libreville,47,Mécanicien(ne),121750,47,gimac,67,1676691,25025.238805970148,48352,13955.38779423783,5,1,2,11,16,13,18,9
569,800,271118,3,52,0,François Coste,Lambaréné,53,Coiffeur(se),128081,14,moov,52,1341721,25802.326923076922,50739,14157.947275219258,5,1,0,4,13,5,15,15
570,801,67751,12,46,0,Louis Garnier,Oyem,28,Artisan(e),30000,19,moov,46,281402,6117.434782608696,11954,3434.671355148029,5,1,2,12,11,10,6,7
571,802,61443,6,59,1,Édouard Thibault de la Duhamel,Libreville,26,Commerçant(e),117748,29,moov,59,1477779,25047.101694915254,47015,13096.621704029072,5,1,1,8,7,20,10,14
572,803,140290,12,43,0,Margot Jacob,Franceville,63,Petit éleveur,86586,26,gimac,43,751346,17473.162790697676,32272,9399.994690804562,5,1,1,15,7,8,5,8
573,804,147416,3,30,0,Augustin Charrier,Lambaréné,37,Coiffeur(se),151761,29,airtel,30,875078,29169.266666666666,60231,17107.941853950782,5,1,0,2,7,8,9,4
574,805,66707,3,44,0,Anastasie Perrin,Port-Gentil,47,Petit éleveur,192108,35,airtel,44,1427978,32454.045454545456,72547,19248.952779675183,5,1,1,8,13,5,9,9
575,807,89463,9,45,0,Nicole Becker,Lambaréné,38,Restaurateur(trice),66753,12,moov,45,617413,13720.288888888888,26379,7563.019360444917,5,1,5,11,8,10,8,8
576,808,32160,12,45,0,Alix Couturier,Tchibanga,47,Chauffeur de taxi,39279,23,moov,45,348799,7751.0888888888885,15024,4195.040794157603,5,1,0,12,6,9,9,9
577,809,492117,3,28,0,Maurice-Patrick Dumas,Port-Gentil,43,Artisan(e),198239,9,moov,28,987911,35282.53571428572,74916,20072.47044988833,5,1,1,6,3,4,5,10
578,810,96422,3,36,0,Michelle Lesage,Tchibanga,43,Petit éleveur,105051,20,moov,36,892228,24784.11111111111,41919,12181.091981961874,5,1,18,11,8,5,8,4
579,811,48580,3,13,1,Zacharie Mary,Tchibanga,42,Artisan(e),69162,11,moov,13,179998,13846.0,24972,6787.6132280304055,5,1,2,2,1,1,4,5
580,812,75752,6,47,0,Aurélie Leleu,Mouila,54,Coiffeur(se),36989,28,gimac,47,379029,8064.446808510638,14759,4732.809482788212,5,1,3,7,13,9,8,10
581,814,59155,12,54,0,Denis-Laurent Mendès,Port-Gentil,46,Chauffeur de taxi,36944,21,moov,54,409570,7584.62962962963,14701,4171.26061799745,5,1,1,10,16,10,9,9
582,815,104677,12,50,1,Léon Prévost,Libreville,23,Couturier(ère),154769,32,airtel,50,1512696,30253.92,61736,16931.861573991686,5,1,1,12,12,8,7,11
583,816,89038,3,31,0,Catherine Robin,Moanda,42,Petit éleveur,64382,35,gimac,31,415350,13398.387096774193,25530,7211.678929243496,5,1,3,7,9,4,8,3
584,817,130561,3,50,0,Honoré Hebert,Lambaréné,37,Petit éleveur,92182,57,gimac,50,1041115,20822.3,36227,10308.709221145122,5,1,1,12,9,8,11,10
585,819,178353,6,13,1,Benjamin Lemoine,Libreville,63,Agriculteur(trice),73247,4,moov,13,289356,22258.153846153848,27312,5915.2870576463965,5,1,39,2,4,2,4,1
586,821,213980,6,46,0,Odette Henry-Michel,Mouila,45,Agriculteur(trice),154379,26,airtel,46,1474936,32063.82608695652,60200,17962.236292726713,5,1,9,9,11,11,6,9
587,822,151009,6,38,0,Joseph Lenoir,Mouila,41,Mécanicien(ne),135739,13,airtel,38,951906,25050.157894736843,49426,13963.730864280906,5,1,0,11,7,7,5,8
588,823,29797,12,45,0,Théophile Joseph,Franceville,18,Artisan(e),30000,9,gimac,45,313147,6958.822222222222,11952,3734.7072131127984,5,1,1,9,8,12,7,9
589,825,369169,3,29,0,Lucas Chevallier de Pages,Mouila,53,Restaurateur(trice),319862,30,moov,29,1878854,64788.06896551724,99670,29338.309081826585,5,1,3,6,5,6,3,9
590,827,45450,3,58,0,Zacharie Gillet,Lambaréné,20,Commerçant(e),57307,27,gimac,58,737204,12710.413793103447,22290,6049.8445798058665,5,1,1,7,13,5,20,13
591,828,140621,12,47,0,Daniel Royer,Tchibanga,62,Artisan(e),96059,38,airtel,47,1064485,22648.617021276597,38285,11978.665029694128,5,1,4,8,9,7,11,12
592,830,164459,6,46,0,Martin Baron,Tchibanga,58,Artisan(e),104993,16,gimac,46,967921,21041.760869565216,40366,12309.014261796165,5,1,5,8,8,14,9,7
593,832,99466,9,23,1,Jules Deschamps,Lambaréné,44,Coiffeur(se),92433,31,moov,23,441101,19178.304347826088,36366,10285.369173711058,5,1,11,7,6,4,2,4
594,833,50523,3,50,1,Thomas Costa-Valentin,Moanda,64,Petit éleveur,78832,60,moov,50,872531,17450.62,31461,8679.907875674953,5,1,7,6,8,13,12,11
595,834,78121,3,46,0,Élodie Albert de Dufour,Libreville,60,Vendeur(se) au marché,41903,11,gimac,46,389149,8459.760869565218,16188,4519.084686992772,5,1,3,11,5,12,9,9
596,835,275015,6,32,0,Adrien Delaunay Le Legendre,Franceville,50,Artisan(e),118116,6,moov,32,736369,23011.53125,46725,13138.29318463565,5,1,0,7,6,6,6,7
597,836,109054,12,26,1,Margot Besnard,Moanda,18,Artisan(e),50803,18,gimac,26,285200,10969.23076923077,19227,5713.969277535134,5,1,15,6,6,5,2,7
598,837,101295,3,34,1,Philippine Gilles,Tchibanga,41,Chauffeur de taxi,43458,10,moov,34,274514,8073.941176470588,17258,4427.2938169822755,5,1,2,4,10,9,7,4
599,838,60806,12,32,1,Christiane Ribeiro Le Marion,Libreville,39,Artisan(e),144457,12,airtel,32,938793,29337.28125,57521,17523.772462156758,5,1,5,6,4,4,10,8
600,839,106872,6,70,0,Olivier Le Schmitt,Tchibanga,44,Mécanicien(ne),171381,54,airtel,70,2684296,38347.08571428571,66219,18869.69050055537,5,1,3,11,11,17,16,15
601,840,279464,9,50,0,Margaud Klein,Oyem,54,Coiffeur(se),180514,11,airtel,50,2096994,41939.88,71755,21516.61363296288,5,1,12,10,12,10,7,11
602,842,133430,12,68,0,Laurence Carlier,Oyem,42,Mécanicien(ne),94210,49,moov,68,1337610,19670.735294117647,37513,11264.110060332023,5,1,2,18,18,9,10,13
603,844,129467,12,55,0,Théodore de la Normand,Lambaréné,45,Petit éleveur,120125,59,gimac,55,1253149,22784.52727272727,47611,12623.270388093139,5,1,0,11,14,8,12,10
604,845,125342,6,14,1,Alexandrie Petitjean-Pinto,Port-Gentil,34,Petit éleveur,171897,18,moov,14,496662,35475.857142857145,64406,16168.220490337699,5,1,6,2,2,4,4,2
605,849,369589,3,39,1,Georges Fleury de la Auger,Port-Gentil,56,Chauffeur de taxi,160632,8,moov,39,1133454,29062.923076923078,63885,17415.76840770367,5,1,10,7,7,6,9,10
606,850,597520,9,48,0,Michelle Legrand,Franceville,25,Chauffeur de taxi,492940,37,moov,48,4223765,87995.10416666667,99670,20620.342076985464,5,1,4,8,13,7,11,9
607,852,177118,9,25,1,Claude Jacquot,Moanda,21,Mécanicien(ne),79466,5,moov,25,458087,18323.48,31116,8132.91812697017,5,1,5,4,6,5,4,6
608,853,87703,12,50,0,Alex Alves,Moanda,29,Restaurateur(trice),82186,53,airtel,50,862548,17250.96,32772,8686.711805877258,5,1,3,11,19,8,6,6
609,854,192368,9,64,0,Aurélie Nicolas-Lecoq,Mouila,29,Restaurateur(trice),87612,40,airtel,64,1179579,18430.921875,34532,10449.614427920884,5,1,1,12,16,7,15,14
610,855,87959,9,48,1,Vincent Chartier-Monnier,Tchibanga,63,Vendeur(se) au marché,43794,59,airtel,48,480982,10020.458333333334,17198,5084.839937472597,5,1,4,8,14,8,10,8
611,857,282708,3,66,0,Roland Imbert,Lambaréné,43,Petit éleveur,124364,45,airtel,66,1495734,22662.636363636364,48166,13677.42312058746,5,1,0,8,18,12,18,10
612,858,140725,12,32,0,Margot Perret,Tchibanga,45,Mécanicien(ne),128477,32,gimac,32,909183,28411.96875,51184,14214.36533362294,5,1,5,2,6,7,7,10
613,859,899299,9,27,0,Aimé Perrin,Oyem,18,Mécanicien(ne),379793,35,gimac,27,1953730,72360.37037037036,99670,28477.620328072666,5,1,39,2,5,6,10,4
